測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(μg/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13113010,2023/6/22,10,,0,0.001,0.001,,0.042,,,,0.014,11,,WSW,3,29.9,56.2
13113010,2023/6/22,11,,0,0.001,0.001,,0.042,,,,0.013,12,,WSW,2.4,30.6,55.1
13113010,2023/6/22,12,,0,0.001,0.001,,0.041,,,,0.013,11,,WSW,2.8,31.3,56
13113010,2023/6/22,13,,0,0.001,0.001,,0.039,,,,0.014,12,,W,3.1,31.1,54
13113010,2023/6/22,14,,0,0.001,0.001,,0.038,,,,0.016,12,,WNW,2.8,31.6,55.8
13113010,2023/6/22,15,,0,0.002,0.002,,0.036,,,,0.016,13,,W,2.4,32.1,53.2
13113010,2023/6/22,16,,0,0.001,0.001,,0.033,,,,0.016,12,,W,3.2,31.5,57.1
13113010,2023/6/22,17,,0,0.001,0.001,,0.031,,,,0.02,14,,W,2.5,30.6,61.3
13113010,2023/6/22,18,,0,0.002,0.002,,0.03,,,,0.023,16,,WSW,2.9,30,63.9
13113010,2023/6/22,19,,0,0.002,0.002,,0.028,,,,0.023,18,,W,2.3,28.7,68.4
13113010,2023/6/22,20,,0,0.003,0.003,,0.024,,,,0.025,16,,WSW,2.5,27.8,73.4
13113010,2023/6/22,21,,0,0.002,0.002,,0.022,,,,0.023,16,,WNW,2.2,27.6,74.8
13113010,2023/6/22,22,,0,0.002,0.002,,0.02,,,,0.02,13,,W,2.1,27.7,75
13113010,2023/6/22,23,,0,0.001,0.001,,0.019,,,,0.016,12,,W,2.4,27.6,74.9
13113010,2023/6/22,24,,0,0.001,0.001,,0.018,,,,0.013,10,,WNW,1.8,27.6,74.7
13113010,2023/6/23,1,,-,-,-,,-,,,,0.012,9,,W,2.8,27.2,76.6
13113010,2023/6/23,2,,0,0.002,0.002,,0.017,,,,0.013,8,,WNW,2,26.8,77.8
13113010,2023/6/23,3,,0,0.001,0.001,,0.016,,,,0.015,8,,W,2.3,26.5,80
13113010,2023/6/23,4,,0,0.002,0.002,,0.014,,,,0.014,9,,W,2.5,26.5,80.3
13113010,2023/6/23,5,,0,0.002,0.002,,0.013,,,,0.012,9,,WSW,2.7,26.3,82.2
13113010,2023/6/23,6,,0,0.002,0.002,,0.013,,,,0.011,5,,WNW,2.2,26.4,81.6
13113010,2023/6/23,7,,0.001,0.003,0.004,,0.014,,,,0.01,8,,W,3,27.3,76.6
13113010,2023/6/23,8,,0.001,0.003,0.004,,0.014,,,,0.01,8,,WNW,2.9,27.7,75.9
13113010,2023/6/23,9,,-,-,-,,-,,,,-,8,,WSW,2.4,28.7,70.4
13113010,2023/6/23,10,,-,-,-,,0.016,,,,0.01,9,,W,2.5,30.1,64.4
13113010,2023/6/23,11,,0.002,0.004,0.006,,0.018,,,,0.012,8,,W,2.8,29.7,64.6
13113010,2023/6/23,12,,0.002,0.004,0.006,,0.019,,,,0.011,7,,W,3.1,29.5,65.5
13113010,2023/6/23,13,,0.001,0.003,0.004,,0.023,,,,0.01,10,,WSW,3.4,30.4,62.8
13113010,2023/6/23,14,,0.001,0.004,0.005,,0.021,,,,0.012,6,,W,2.8,30.6,60.9
13113010,2023/6/23,15,,0.001,0.004,0.005,,0.02,,,,0.011,7,,WSW,2.8,30.3,59.2
13113010,2023/6/23,16,,0.001,0.004,0.005,,0.02,,,,0.009,8,,NW,1.9,30.4,62.7
13113010,2023/6/23,17,,0.001,0.005,0.006,,0.018,,,,0.014,8,,W,1.4,29.5,69.7
13113010,2023/6/23,18,,0.001,0.005,0.006,,0.017,,,,0.012,5,,NE,0.8,29.7,69
13113010,2023/6/23,19,,0,0.005,0.005,,0.014,,,,0.015,9,,WSW,1.6,28.7,72.7
13113010,2023/6/23,20,,0,0.004,0.004,,0.015,,,,0.011,7,,WSW,2.2,27.7,80.3
13113010,2023/6/23,21,,0,0.004,0.004,,0.015,,,,0.015,8,,W,1.9,27.3,82.5
13113010,2023/6/23,22,,0,0.004,0.004,,0.015,,,,0.015,7,,WSW,2.1,27.3,82.2
13113010,2023/6/23,23,,0,0.005,0.005,,0.016,,,,0.006,7,,SW,1.4,27.4,79.5
13113010,2023/6/23,24,,0,0.005,0.005,,0.015,,,,0.009,5,,WSW,1.1,27.3,79.1
13113010,2023/6/24,1,,0,0.005,0.005,,0.015,,,,0.012,6,,SW,1,27.2,80.1
13113010,2023/6/24,2,,0,0.006,0.006,,0.012,,,,0.014,8,,WSW,1.7,26.6,83.7
13113010,2023/6/24,3,,0,0.007,0.007,,0.009,,,,0.013,7,,W,1.2,26.6,85.4
13113010,2023/6/24,4,,0,0.004,0.004,,0.011,,,,0.008,7,,W,1.3,26.4,86.5
13113010,2023/6/24,5,,0,0.005,0.005,,0.01,,,,0.008,5,,WSW,0.7,26.5,85.7
13113010,2023/6/24,6,,0,0.004,0.004,,0.011,,,,0.009,5,,SW,0.7,26.7,84.9
13113010,2023/6/24,7,,0.002,0.009,0.011,,0.007,,,,0.009,6,,WNW,0.8,26.6,83.2
13113010,2023/6/24,8,,0.003,0.008,0.011,,0.008,,,,0.012,6,,WSW,1.3,26,86.5
13113010,2023/6/24,9,,0.008,0.014,0.022,,0.008,,,,0.009,4,,WSW,1.1,26.5,83.7
13113010,2023/6/24,10,,0.01,0.011,0.021,,0.006,,,,0.014,6,,SW,1.5,27,85.2
13113010,2023/6/24,11,,0.013,0.011,0.024,,0.005,,,,0.012,7,,WSW,1.2,27.8,82.7
13113010,2023/6/24,12,,0.009,0.01,0.019,,0.01,,,,0.01,9,,W,1.2,28.5,75.7
13113010,2023/6/24,13,,0.005,0.011,0.016,,0.013,,,,0.01,7,,W,1.6,28.9,70.3
13113010,2023/6/24,14,,0.005,0.007,0.012,,0.013,,,,0.01,7,,WSW,1.9,29.3,71.5
13113010,2023/6/24,15,,0.005,0.009,0.014,,0.01,,,,0.008,7,,WSW,2.1,29.1,69.8
13113010,2023/6/24,16,,0.004,0.008,0.012,,0.012,,,,0.008,4,,SSW,1.1,29.6,70
13113010,2023/6/24,17,,0.003,0.007,0.01,,0.013,,,,0.007,5,,SW,2,28.9,70.6
13113010,2023/6/24,18,,0.001,0.008,0.009,,0.011,,,,0.013,6,,WSW,2.1,28.3,75.2
13113010,2023/6/24,19,,0.001,0.007,0.008,,0.01,,,,0.009,7,,W,1.5,28.3,73.6
13113010,2023/6/24,20,,0,0.008,0.008,,0.008,,,,0.018,8,,WSW,1.1,27.6,80.8
13113010,2023/6/24,21,,0,0.009,0.009,,0.006,,,,0.013,7,,WSW,1.2,28,80.5
13113010,2023/6/24,22,,0.004,0.014,0.018,,0.002,,,,0.018,9,,NE,1.1,28.1,79.5
13113010,2023/6/24,23,,0.006,0.015,0.021,,0.001,,,,0.015,9,,NE,1.1,27.6,81.8
13113010,2023/6/24,24,,0.011,0.015,0.026,,0.001,,,,0.015,8,,E,1,27.1,85.4
13113010,2023/6/25,1,,0.006,0.013,0.019,,0.001,,,,0.018,8,,SE,0.8,26.9,87.4
13113010,2023/6/25,2,,0.003,0.012,0.015,,0.001,,,,0.019,8,,ESE,0.8,26.7,89
13113010,2023/6/25,3,,0.001,0.008,0.009,,0.003,,,,0.014,8,,NE,1.4,26.4,89.7
13113010,2023/6/25,4,,0.001,0.008,0.009,,0.003,,,,0.018,9,,E,1.2,26,92.1
13113010,2023/6/25,5,,0.001,0.008,0.009,,0.004,,,,0.003,4,,SSW,0.5,25.2,93.2
13113010,2023/6/25,6,,0.001,0.006,0.007,,0.008,,,,0.005,2,,CALM,0.2,25.8,94.1
13113010,2023/6/25,7,,0.003,0.007,0.01,,0.007,,,,0.006,2,,SE,0.8,26.6,89.7
13113010,2023/6/25,8,,0.004,0.008,0.012,,0.009,,,,0.013,6,,SE,0.7,26.9,89.4
13113010,2023/6/25,9,,0.011,0.016,0.027,,0.006,,,,0.02,7,,SSW,0.4,25.9,96.1
13113010,2023/6/25,10,,0.021,0.021,0.042,,0.003,,,,0.008,4,,NE,0.9,25.6,97.1
13113010,2023/6/25,11,,0.01,0.012,0.022,,0.009,,,,0.006,3,,WSW,1.2,27.2,90.6
13113010,2023/6/25,12,,0.009,0.015,0.024,,0.012,,,,0.004,5,,W,0.9,28.7,83.3
13113010,2023/6/25,13,,0.01,0.016,0.026,,0.013,,,,0.012,8,,W,1.4,27.1,88.7
13113010,2023/6/25,14,,0.006,0.008,0.014,,0.012,,,,0.004,3,,N,0.9,28.9,81
13113010,2023/6/25,15,,0.004,0.007,0.011,,0.012,,,,0.011,8,,WSW,1.5,28.6,82.4
13113010,2023/6/25,16,,0.007,0.012,0.019,,0.009,,,,0.01,6,,ESE,1.3,28.2,81.8
13113010,2023/6/25,17,,0.009,0.013,0.022,,0.006,,,,0.015,6,,NE,1.3,28,86.7
13113010,2023/6/25,18,,0.013,0.016,0.029,,0.003,,,,0.01,6,,ENE,1.9,27.8,85.8
13113010,2023/6/25,19,,0.012,0.015,0.027,,0.002,,,,0.012,7,,SW,0.7,27.7,85
13113010,2023/6/25,20,,0.01,0.015,0.025,,0.001,,,,0.011,7,,ENE,1.6,27.4,86.4
13113010,2023/6/25,21,,0.005,0.013,0.018,,0.002,,,,0.011,7,,ENE,1.4,27.1,85.4
13113010,2023/6/25,22,,0.001,0.009,0.01,,0.004,,,,0.012,6,,ENE,1.7,26.7,88.2
13113010,2023/6/25,23,,0.001,0.007,0.008,,0.006,,,,0.01,8,,ENE,1.9,26.5,88
13113010,2023/6/25,24,,0.001,0.007,0.008,,0.005,,,,0.014,7,,ENE,1.8,26.3,90
13113010,2023/6/26,1,,0,0.006,0.006,,0.006,,,,0.014,7,,SE,0.8,26.5,89.8
13113010,2023/6/26,2,,0,0.007,0.007,,0.005,,,,0.015,8,,S,0.8,26,94
13113010,2023/6/26,3,,0,0.006,0.006,,0.006,,,,0.015,8,,SSW,1,25.7,95
13113010,2023/6/26,4,,0,0.004,0.004,,0.006,,,,0.007,4,,SSE,1.1,25.3,99
13113010,2023/6/26,5,,0,0.004,0.004,,0.005,,,,0.005,3,,SSE,1.5,25,99.5
13113010,2023/6/26,6,,0.001,0.005,0.006,,0.005,,,,0.006,1,,SE,0.4,25.1,99.5
13113010,2023/6/26,7,,0.003,0.006,0.009,,0.005,,,,0.003,1,,SSE,0.4,25.2,99.5
13113010,2023/6/26,8,,0.006,0.006,0.012,,0.005,,,,0.008,0,,SSW,0.9,26.5,97.6
13113010,2023/6/26,9,,0.015,0.013,0.028,,0.007,,,,0.001,4,,W,1.7,28,85.1
13113010,2023/6/26,10,,0.027,0.023,0.05,,0.009,,,,0.009,5,,W,1.6,29.2,76.7
13113010,2023/6/26,11,,0.018,0.021,0.039,,0.014,,,,0.004,7,,W,1.4,30.1,73.2
13113010,2023/6/26,12,,0.003,0.009,0.012,,0.028,,,,0.011,7,,W,1.2,30.5,70.3
13113010,2023/6/26,13,,0.001,0.007,0.008,,0.035,,,,0.017,10,,W,1.7,31.4,66.6
13113010,2023/6/26,14,,0.002,0.006,0.008,,0.034,,,,0.011,11,,WSW,2.2,31.6,60.9
13113010,2023/6/26,15,,0.001,0.006,0.007,,0.027,,,,0.014,8,,WNW,1.9,31.2,64.1
13113010,2023/6/26,16,,0.001,0.005,0.006,,0.022,,,,0.011,7,,WSW,1.7,30.2,68
13113010,2023/6/26,17,,0.001,0.005,0.006,,0.018,,,,0.013,8,,WNW,1.9,29.5,72
13113010,2023/6/26,18,,0.001,0.004,0.005,,0.016,,,,0.012,5,,WSW,1.9,29.1,73.5
13113010,2023/6/26,19,,0,0.004,0.004,,0.014,,,,0.018,8,,W,1.7,28.3,79.8
13113010,2023/6/26,20,,0,0.005,0.005,,0.012,,,,0.012,8,,W,1.8,27.9,82.1
13113010,2023/6/26,21,,0,0.005,0.005,,0.015,,,,0.014,8,,WSW,2.2,27.3,82.5
13113010,2023/6/26,22,,0,0.005,0.005,,0.022,,,,0.008,7,,W,1.6,27.4,80.1
13113010,2023/6/26,23,,0,0.004,0.004,,0.024,,,,0.008,5,,W,1.6,25.8,84
13113010,2023/6/26,24,,0,0.004,0.004,,0.03,,,,0.009,4,,WSW,1.3,25.4,83.5
13113010,2023/6/27,1,,0,0.003,0.003,,0.032,,,,0.012,5,,WSW,1.8,25,87.1
13113010,2023/6/27,2,,0,0.005,0.005,,0.029,,,,0.008,5,,WSW,1,24.9,87.1
13113010,2023/6/27,3,,0,0.007,0.007,,0.024,,,,0.011,5,,WSW,0.8,25.1,87
13113010,2023/6/27,4,,0,0.007,0.007,,0.023,,,,0.011,6,,W,0.4,25.2,84.3
13113010,2023/6/27,5,,0,0.008,0.008,,0.021,,,,0.009,5,,WSW,0.6,25,83.3
13113010,2023/6/27,6,,0.001,0.012,0.013,,0.016,,,,0.013,6,,SW,0.8,25.4,83.4
13113010,2023/6/27,7,,0.003,0.01,0.013,,0.017,,,,0.01,4,,SE,0.3,27.1,77.1
13113010,2023/6/27,8,,0.003,0.008,0.011,,0.021,,,,0.009,9,,WSW,1.3,27.7,66.8
13113010,2023/6/27,9,,0.006,0.013,0.019,,0.026,,,,0.011,11,,W,0.8,29.8,64.7
13113010,2023/6/27,10,,0.015,0.026,0.041,,0.031,,,,0.01,10,,SSE,1.2,30.7,60.4
13113010,2023/6/27,11,,0.011,0.026,0.037,,0.041,,,,0.017,13,,S,1.1,31.2,56.3
13113010,2023/6/27,12,,0.007,0.026,0.033,,0.05,,,,0.018,12,,E,0.9,30.8,62.4
13113010,2023/6/27,13,,0.001,0.017,0.018,,0.08,,,,0.026,13,,E,1.8,30.8,63.7
13113010,2023/6/27,14,,0.001,0.014,0.015,,0.088,,,,0.018,16,,E,2.1,32.3,58.7
13113010,2023/6/27,15,,0.001,0.014,0.015,,0.089,,,,0.026,18,,ENE,1.9,31.2,58.4
13113010,2023/6/27,16,,0,0.014,0.014,,0.077,,,,0.02,15,,ENE,2.2,30.7,62.2
13113010,2023/6/27,17,,0,0.012,0.012,,0.081,,,,0.024,16,,NE,1.8,30.4,63.3
13113010,2023/6/27,18,,0,0.015,0.015,,0.066,,,,0.025,16,,ENE,2.8,29.4,71.7
13113010,2023/6/27,19,,0,0.013,0.013,,0.062,,,,0.022,17,,SSE,1.1,29.2,67.9
13113010,2023/6/27,20,,0,0.015,0.015,,0.053,,,,0.027,16,,ESE,0.9,28.2,73.9
13113010,2023/6/27,21,,0,0.014,0.014,,0.047,,,,0.025,15,,SSW,0.8,28,75.5
13113010,2023/6/27,22,,0,0.013,0.013,,0.039,,,,0.019,14,,SSE,0.9,27.5,74.4
13113010,2023/6/27,23,,0,0.008,0.008,,0.044,,,,0.02,12,,SSE,0.7,27.5,74.4
13113010,2023/6/27,24,,0,0.007,0.007,,0.045,,,,0.016,12,,S,1.4,27.1,76
13113010,2023/6/28,1,,0,0.009,0.009,,0.039,,,,0.017,11,,SSE,0.5,26.6,77.9
13113010,2023/6/28,2,,0,0.009,0.009,,0.037,,,,0.017,12,,CALM,0.2,26.6,79.2
13113010,2023/6/28,3,,0,0.01,0.01,,0.035,,,,0.022,14,,CALM,0.2,26.2,80
13113010,2023/6/28,4,,0,0.009,0.009,,0.032,,,,0.015,12,,ESE,0.4,25.9,80.3
13113010,2023/6/28,5,,0,0.011,0.011,,0.026,,,,0.018,11,,S,0.9,26,75.6
13113010,2023/6/28,6,,0,0.008,0.008,,0.033,,,,0.017,11,,SSW,1,26.5,67.7
13113010,2023/6/28,7,,0.001,0.008,0.009,,0.034,,,,0.018,11,,SSE,0.4,27.7,62.5
13113010,2023/6/28,8,,0.001,0.007,0.008,,0.039,,,,0.014,14,,SSE,1.1,28.5,54.9
13113010,2023/6/28,9,,0.002,0.009,0.011,,0.042,,,,0.015,12,,S,1.2,29.5,53.4
13113010,2023/6/28,10,,0.005,0.015,0.02,,0.043,,,,0.015,12,,WSW,1.9,29.9,50.8
13113010,2023/6/28,11,,0.005,0.014,0.019,,0.049,,,,0.013,13,,SSE,1.2,31.9,43.8
13113010,2023/6/28,12,,0.004,0.015,0.019,,0.051,,,,0.01,10,,SSE,1.8,32.8,32.9
13113010,2023/6/28,13,,0.003,0.011,0.014,,0.052,,,,0.014,9,,S,1.4,33.1,35.1
13113010,2023/6/28,14,,0.003,0.013,0.016,,0.053,,,,0.01,10,,SSE,1.3,34,34
13113010,2023/6/28,15,,0.002,0.011,0.013,,0.059,,,,0.015,10,,ENE,2.8,31.9,39.9
13113010,2023/6/28,16,,0.001,0.007,0.008,,0.057,,,,0.013,7,,E,1.6,32.2,37.2
13113010,2023/6/28,17,,0,0.007,0.007,,0.059,,,,0.015,9,,ENE,2.2,31.6,40.2
13113010,2023/6/28,18,,0,0.011,0.011,,0.069,,,,0.021,14,,WSW,2,29.8,53.4
13113010,2023/6/28,19,,0,0.005,0.005,,0.082,,,,0.023,15,,SW,2.4,28.6,59.6
13113010,2023/6/28,20,,0,0.006,0.006,,0.073,,,,0.026,15,,WSW,2.6,28,61.7
13113010,2023/6/28,21,,0,0.009,0.009,,0.055,,,,0.024,15,,WNW,1.6,27.5,60.6
13113010,2023/6/28,22,,0,0.016,0.016,,0.04,,,,0.026,16,,WSW,1.6,26.9,64.6
13113010,2023/6/28,23,,0,0.015,0.015,,0.04,,,,0.018,12,,NW,1.2,26.7,60.3
13113010,2023/6/28,24,,0,0.011,0.011,,0.043,,,,0.015,11,,NW,0.8,26.6,60.7
13113010,2023/6/29,1,,-,-,-,,-,,,,0.015,7,,WSW,0.5,26.7,60.8
13113010,2023/6/29,2,,0,0.009,0.009,,0.038,,,,0.014,9,,SW,0.5,26.5,59.6
13113010,2023/6/29,3,,0,0.007,0.007,,0.039,,,,0.014,9,,W,0.7,26,62.9
13113010,2023/6/29,4,,0,0.004,0.004,,0.044,,,,0.016,9,,WSW,0.5,25.7,66.7
13113010,2023/6/29,5,,0,0.005,0.005,,0.045,,,,0.016,10,,W,1,25.5,71
13113010,2023/6/29,6,,0,0.005,0.005,,0.046,,,,0.018,11,,WSW,0.8,25.5,73.4
13113010,2023/6/29,7,,0,0.005,0.005,,0.046,,,,0.013,9,,S,0.9,26.6,70
13113010,2023/6/29,8,,0.001,0.005,0.006,,0.05,,,,0.02,14,,SE,0.7,28.3,63.5
13113010,2023/6/29,9,,0.001,0.006,0.007,,0.06,,,,0.017,18,,W,1.1,28.7,58
13113010,2023/6/29,10,,0.002,0.01,0.012,,0.069,,,,0.022,19,,SSW,1.4,30.1,55.8
13113010,2023/6/29,11,,0.001,0.01,0.011,,0.077,,,,0.022,20,,ENE,1.9,30.6,60.4
13113010,2023/6/29,12,,0.001,0.014,0.015,,0.08,,,,0.024,17,,W,1.6,30.9,56.7
13113010,2023/6/29,13,,0.001,0.006,0.007,,0.076,,,,0.023,17,,W,2.2,32.4,54.3
13113010,2023/6/29,14,,0.001,0.007,0.008,,0.07,,,,0.024,16,,WSW,2.5,31.3,52.7
13113010,2023/6/29,15,,0.001,0.005,0.006,,0.064,,,,0.015,14,,WSW,2.1,31.7,52.3
13113010,2023/6/29,16,,0,0.003,0.003,,0.062,,,,0.02,12,,W,2.1,30.7,53.6
13113010,2023/6/29,17,,0,0.003,0.003,,0.058,,,,0.013,10,,WSW,2.2,29.3,53.3
13113010,2023/6/29,18,,0,0.003,0.003,,0.056,,,,0.015,11,,WSW,1.8,29.3,55.7
13113010,2023/6/29,19,,0,0.005,0.005,,0.054,,,,0.019,14,,W,1.4,29.1,60.3
13113010,2023/6/29,20,,0,0.005,0.005,,0.053,,,,0.02,13,,W,2,28.3,63.7
13113010,2023/6/29,21,,0,0.005,0.005,,0.051,,,,0.019,13,,WSW,1.7,28.1,66.6
13113010,2023/6/29,22,,0,0.006,0.006,,0.048,,,,0.022,14,,WSW,1.6,27.9,67.9
13113010,2023/6/29,23,,0,0.008,0.008,,0.044,,,,0.02,14,,SW,0.9,27.9,69.8
13113010,2023/6/29,24,,0,0.009,0.009,,0.04,,,,0.019,12,,W,0.8,27.4,69.8
13113010,2023/6/30,1,,0,0.008,0.008,,0.039,,,,0.019,12,,WSW,1.1,27.3,69.5
13113010,2023/6/30,2,,0,0.005,0.005,,0.041,,,,0.015,13,,WSW,1,27.1,69
13113010,2023/6/30,3,,0,0.005,0.005,,0.04,,,,0.016,11,,WSW,0.8,26.8,71
13113010,2023/6/30,4,,0,0.006,0.006,,0.037,,,,0.02,12,,SW,1,26.3,74.9
13113010,2023/6/30,5,,0,0.006,0.006,,0.035,,,,0.017,12,,SW,0.9,26.1,77.2
13113010,2023/6/30,6,,0.001,0.008,0.009,,0.033,,,,0.017,11,,W,0.7,26.7,74.6
13113010,2023/6/30,7,,0.001,0.008,0.009,,0.032,,,,0.018,11,,WSW,0.9,27.5,72.3
13113010,2023/6/30,8,,0.002,0.01,0.012,,0.035,,,,0.022,16,,E,0.7,29.1,70.1
13113010,2023/6/30,9,,0.004,0.015,0.019,,0.044,,,,0.024,18,,W,1,30.3,62.9
13113010,2023/6/30,10,,0.002,0.011,0.013,,0.059,,,,0.019,21,,WSW,1.7,31.3,57.3
13113010,2023/6/30,11,,0.003,0.015,0.018,,0.057,,,,0.018,17,,NNE,1.5,31.8,53.8
13113010,2023/6/30,12,,0.002,0.011,0.013,,0.062,,,,0.018,12,,WNW,1.8,32.3,50.5
13113010,2023/6/30,13,,0.002,0.011,0.013,,0.066,,,,0.022,16,,WNW,2.1,32.7,55.5
13113010,2023/6/30,14,,0.002,0.012,0.014,,0.06,,,,0.018,14,,WSW,1.9,32.8,51.5
13113010,2023/6/30,15,,0.002,0.01,0.012,,0.056,,,,0.022,14,,WNW,1.9,31.5,57.4
13113010,2023/6/30,16,,0.002,0.009,0.011,,0.054,,,,0.016,15,,WSW,2.6,30.9,59.8
13113010,2023/6/30,17,,0.001,0.008,0.009,,0.05,,,,0.022,13,,WNW,1.9,30.5,66.7
13113010,2023/6/30,18,,0.001,0.013,0.014,,0.039,,,,0.023,13,,WSW,1.9,29.8,73.1
13113010,2023/6/30,19,,0,0.01,0.01,,0.037,,,,0.02,14,,SW,1.8,28.8,74.3
13113010,2023/6/30,20,,0,0.013,0.013,,0.031,,,,0.024,16,,WNW,1.3,28.4,78.4
13113010,2023/6/30,21,,0,0.013,0.013,,0.028,,,,0.023,13,,W,1.9,27.9,81
13113010,2023/6/30,22,,0,0.01,0.01,,0.032,,,,0.023,14,,WSW,1.6,28,77.9
13113010,2023/6/30,23,,0,0.012,0.012,,0.028,,,,0.024,15,,NNE,1.3,27.8,80.9
13113010,2023/6/30,24,,0,0.011,0.011,,0.028,,,,0.02,14,,W,1.1,27.6,80.1
13113010,2023/7/1,1,,0,0.01,0.01,,0.03,,,,0.02,12,,W,1.2,27.2,81.9
13113010,2023/7/1,2,,0,0.006,0.006,,0.031,,,,0.019,12,,WNW,1.3,26.9,84.2
13113010,2023/7/1,3,,0,0.007,0.007,,0.028,,,,0.02,11,,WNW,1.1,26.7,84.6
13113010,2023/7/1,4,,0,0.004,0.004,,0.03,,,,0.02,10,,WSW,1.2,26.6,86.5
13113010,2023/7/1,5,,0,0.004,0.004,,0.029,,,,0.018,10,,W,1.2,26.3,88.5
13113010,2023/7/1,6,,0.001,0.005,0.006,,0.027,,,,0.017,10,,WSW,1.3,26.7,86.7
13113010,2023/7/1,7,,0.001,0.006,0.007,,0.028,,,,0.017,8,,WSW,1.1,28,80.6
13113010,2023/7/1,8,,0.002,0.007,0.009,,0.03,,,,0.02,13,,SW,1.1,29.6,73.8
13113010,2023/7/1,9,,0.004,0.011,0.015,,0.035,,,,0.019,16,,WNW,1.3,31.2,69.5
13113010,2023/7/1,10,,0.007,0.017,0.024,,0.046,,,,0.023,18,,SW,1.1,32.4,64.1
13113010,2023/7/1,11,,0.002,0.01,0.012,,0.062,,,,0.022,20,,NW,1.2,32.5,63
13113010,2023/7/1,12,,0.001,0.011,0.012,,0.066,,,,0.021,17,,NNE,1.8,32.9,63.2
13113010,2023/7/1,13,,0.001,0.011,0.012,,0.066,,,,0.02,16,,WSW,1.4,32.3,61.2
13113010,2023/7/1,14,,0.001,0.011,0.012,,0.059,,,,0.024,15,,WSW,2.2,31.6,65.4
13113010,2023/7/1,15,,0.002,0.016,0.018,,0.037,,,,0.021,13,,WSW,2.1,30.5,71.8
13113010,2023/7/1,16,,0.001,0.009,0.01,,0.037,,,,0.019,11,,WSW,2.2,29.3,74.2
13113010,2023/7/1,17,,0.001,0.006,0.007,,0.038,,,,0.02,12,,WSW,1.5,29.8,74.2
13113010,2023/7/1,18,,0.001,0.014,0.015,,0.03,,,,0.023,12,,E,1.6,29.5,75.4
13113010,2023/7/1,19,,0.003,0.031,0.034,,0.013,,,,0.022,14,,WSW,1.8,28.6,79
13113010,2023/7/1,20,,0,0.017,0.017,,0.019,,,,0.022,13,,WSW,1,28,85.5
13113010,2023/7/1,21,,0,0.011,0.011,,0.024,,,,0.019,11,,SW,1.5,27.7,84.5
13113010,2023/7/1,22,,0,0.008,0.008,,0.024,,,,0.021,10,,WSW,0.6,27.8,86.1
13113010,2023/7/1,23,,0,0.009,0.009,,0.021,,,,0.021,9,,SSE,0.3,28,85
13113010,2023/7/1,24,,0,0.01,0.01,,0.02,,,,0.025,12,,S,0.5,27.9,85.9
13113010,2023/7/2,1,,0,0.013,0.013,,0.018,,,,0.016,11,,WSW,0.7,27.8,84.6
13113010,2023/7/2,2,,0,0.016,0.016,,0.016,,,,0.017,11,,W,1,27.3,84.2
13113010,2023/7/2,3,,0,0.008,0.008,,0.026,,,,0.013,10,,W,1.1,27,83.1
13113010,2023/7/2,4,,0,0.008,0.008,,0.025,,,,0.019,11,,WSW,0.4,27,82.6
13113010,2023/7/2,5,,0,0.008,0.008,,0.023,,,,0.021,12,,WSW,0.8,27,82.1
13113010,2023/7/2,6,,0.001,0.009,0.01,,0.021,,,,0.021,11,,SSW,0.7,27.1,84.5
13113010,2023/7/2,7,,0.001,0.01,0.011,,0.02,,,,0.02,12,,W,0.7,27.6,82.4
13113010,2023/7/2,8,,0.001,0.009,0.01,,0.025,,,,0.022,14,,W,1,27.8,80.8
13113010,2023/7/2,9,,0.005,0.017,0.022,,0.024,,,,0.02,14,,WSW,0.9,29.2,76.7
13113010,2023/7/2,10,,0.005,0.014,0.019,,0.027,,,,0.024,16,,WSW,1,29.1,74.2
13113010,2023/7/2,11,,0.004,0.013,0.017,,0.035,,,,0.024,19,,WSW,1.3,30.2,70.2
13113010,2023/7/2,12,,0.002,0.011,0.013,,0.046,,,,0.026,20,,SE,1.9,30.4,68.4
13113010,2023/7/2,13,,0.004,0.015,0.019,,0.051,,,,0.024,21,,WSW,1.5,31.2,66.8
13113010,2023/7/2,14,,0.002,0.012,0.014,,0.061,,,,0.022,18,,W,1.6,31.7,66.7
13113010,2023/7/2,15,,0.002,0.016,0.018,,0.049,,,,0.024,17,,WNW,2.1,30.7,70.3
13113010,2023/7/2,16,,0.003,0.016,0.019,,0.037,,,,0.025,13,,NNE,1.6,30.5,71.8
13113010,2023/7/2,17,,0.001,0.008,0.009,,0.041,,,,0.025,14,,W,1.7,29.3,75
13113010,2023/7/2,18,,0,0.008,0.008,,0.037,,,,0.028,15,,WSW,1.5,29.4,77.9
13113010,2023/7/2,19,,0,0.006,0.006,,0.037,,,,0.021,14,,WSW,1.6,28.4,80.7
13113010,2023/7/2,20,,0,0.006,0.006,,0.034,,,,0.017,14,,W,1,28.3,83
13113010,2023/7/2,21,,0,0.005,0.005,,0.032,,,,0.023,14,,WSW,1.2,28.1,83.8
13113010,2023/7/2,22,,0,0.008,0.008,,0.027,,,,0.023,14,,SW,1,28,85.3
